id,title,description,availability,condition,price,link,image_link,brand,product_type,google_product_category
43417218154570,American Table Lamp Bedroom Bedside,"Transform your bedroom into a sanctuary of warmth and tranquility with this beautifully crafted American table lamp. The soft, diffused glow creates the perfect ambiance for evening reading, intimate conversations, or simply unwinding after a long day. Feel the stress melt away as gentle light dances across your walls, casting enchanting shadows that turn your bedside into a cozy retreat. The classic American design adds timeless elegance while the warm illumination makes every corner feel more inviting and personal. Perfect for: Creating a relaxing bedtime routine Adding sophisticated style to nightstands Providing gentle task lighting without harsh glare Complementing any bedroom decor theme This isn't just a lamp—it's your daily dose of comfort and serenity. Watch how the right lighting transforms not just your space, but your entire mood. Ready to embrace the warmth? Add this stunning bedside companion to your cart and start creating the cozy bedroom sanctuary you deserve.",in stock,new,57.99 USD,https://edisonhaus.com/products/american-table-lamp-bedroom-bedside,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/196f2b71-031b-4114-bdab-16a0ae658304_fine.jpg?v=1773760163,EdisonHaus,Table & Desk Lamps,2706
43417278480458,American-style Grape Crystal Chandelier,Shop American-style Grape Crystal Chandelier at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,71.99 USD,https://edisonhaus.com/products/american-style-grape-crystal-chandelier,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/4b964792-1bda-46fa-92a9-ca3cff13d647_trans.jpg?v=1773760546,EdisonHaus,Pendant & Ceiling Lights,4492
43417257214026,American-style Swirling Glass Bubble Ball Chandelier,Shop American-style Swirling Glass Bubble Ball Chandelier at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,200.99 USD,https://edisonhaus.com/products/american-style-swirling-glass-bubble-ball-chandelier,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/c72752f0-3ae0-4425-b172-9188354890b0_trans.jpg?v=1773760465,EdisonHaus,Pendant & Ceiling Lights,4492
43417251053642,American-style Wooden-bead Chandelier For The Living Room,Shop American-style Wooden-bead Chandelier For The Living Room at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,85.99 USD,https://edisonhaus.com/products/american-style-wooden-bead-chandelier-for-the-living-room,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/aecaa1b6-79d4-4ed9-b4a7-417e14d6b780_fine.jpg?v=1773760417,EdisonHaus,Pendant & Ceiling Lights,4492
43417296568394,Artistic Lamp New Chinese-style Chandelier Fabric Design Creative And Unique,Shop Artistic Lamp New Chinese-style Chandelier Fabric Design Creative And Unique at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,58.99 USD,https://edisonhaus.com/products/artistic-lamp-new-chinese-style-chandelier-fabric-design-creative-and-unique,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/9f955200-d8e3-48d2-874d-b94682bc5670.jpg?v=1773760683,EdisonHaus,Pendant & Ceiling Lights,4492
43417212190794,Astronaut Galaxy Projector with Timer and Remote Control,"```html Transform any room into a celestial sanctuary with our enchanting Astronaut Galaxy Projector. Watch as your space comes alive with a gentle constellation of stars that dance across walls and ceilings, creating the perfect ambiance for quiet evenings, bedtime stories, or romantic dinners. This charming space explorer doesn't just project light—it crafts atmosphere. The soft, rotating starfield adds depth and wonder to your room, while the adjustable 360° design lets you direct the magic exactly where you want it. With built-in timer and remote control, you can effortlessly set the mood without leaving your cozy spot. Whether you're creating a soothing bedtime ritual for little ones or adding mystical warmth to your living space, this USB-powered companion brings the beauty of a starlit sky indoors. The gentle glow transforms ordinary moments into extraordinary memories, making every night feel like a peaceful escape under the stars. Bring the cosmos home and let your space glow with celestial wonder. Add to cart and start creating magical moments tonight. ```",in stock,new,32.99 USD,https://edisonhaus.com/products/astronaut-galaxy-projector-360-adjustable-star-projector-starry-night-light-projector-with-timer-and-remote-control-usb-powered-astronaut-space-warrior-galaxy-night-light-1,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/5cba9783-2664-438e-b8e8-3536ce5d9f08.jpg?v=1773760139,EdisonHaus,LED & Ambient Lighting,2636
43417211666506,Astronaut Galaxy Star Projector with Timer and Remote Control,"Transform any room into a celestial sanctuary with our enchanting Astronaut Galaxy Projector. Watch as your space comes alive with gently swirling stars and nebula clouds that dance across walls and ceilings, creating the perfect ambient glow for cozy evenings at home. This charming space warrior brings instant atmosphere to bedrooms, living rooms, or meditation spaces , casting a warm, dreamy light that soothes the soul. The 360° adjustable design lets you direct the starry magic exactly where you want it, while the built-in timer and remote control ensure effortless relaxation from anywhere in the room. Perfect for unwinding after long days or creating magical moments with loved ones. The soft, color-changing projections provide just enough gentle illumination for reading, meditation, or intimate conversations without harsh overhead lighting. USB-powered for convenient placement anywhere in your home. Whether you're hosting a cozy dinner party or seeking peaceful solo time, this delightful astronaut companion creates the warm, inviting atmosphere that makes every moment feel special. Ready to bring celestial comfort to your space? Add to cart and start stargazing from the comfort of home.",in stock,new,35.99 USD,https://edisonhaus.com/products/astronaut-galaxy-projector-360-adjustable-star-projector-starry-night-light-projector-with-timer-and-remote-control-usb-powered-astronaut-space-warrior-galaxy-night-light,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/0e1de649-e76f-4831-a101-39605e5a6b3e.jpg?v=1773760134,EdisonHaus,LED & Ambient Lighting,2636
43417221627978,Atolla Black Tassel Table Lamp,"Transform your living space with this sophisticated black table lamp featuring an elegant tassel detail that adds movement and visual interest to any room. The sleek black finish complements both modern and traditional decor styles, making it a versatile addition to bedrooms, living rooms, or home offices. Creates warm, ambient lighting perfect for reading or relaxation Distinctive tassel accent adds texture and personality Timeless black finish coordinates with any color palette Compact design fits beautifully on nightstands, side tables, or desks Quality construction ensures lasting style and performance This charming lamp effortlessly elevates your home's atmosphere while providing functional illumination for daily activities.",in stock,new,71.99 USD,https://edisonhaus.com/products/atolla-black-tassel-table-lamp,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/15ae9590-024f-481e-9d6a-7fcab8bbcbab.jpg?v=1773760182,EdisonHaus,Table & Desk Lamps,2706
43417220808778,Atolla Brick Tassel Table Lamp,"Transform your living space with the sophisticated charm of the Atolla Brick Tassel Table Lamp. This distinctive piece combines contemporary geometric design with classic textile details, featuring a striking brick-inspired base paired with an elegant tassel accent that adds movement and visual interest to any room. Geometric brick-textured base creates modern architectural appeal Decorative tassel detail adds softness and tactile charm Warm ambient lighting perfect for bedside, desk, or accent tables Versatile design complements both contemporary and traditional decor Creates intimate lighting for reading nooks and cozy corners Perfect for adding personality to your bedroom, living room, or study, this lamp effortlessly bridges modern style with timeless elegance.",in stock,new,70.99 USD,https://edisonhaus.com/products/atolla-brick-tassel-table-lamp,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/0bd57f32-480c-4848-9fb8-b5354e5768c0.jpg?v=1773760177,EdisonHaus,Table & Desk Lamps,2706
43417218809930,Atolla Cream Tassel Table Lamp,"Transform any corner into your personal sanctuary with the Atolla Cream Tassel Table Lamp – where soft illumination meets bohemian charm. This isn't just lighting; it's the missing piece that turns a house into a home. Imagine the gentle glow washing over your evening ritual, whether you're curled up with a favorite book or sharing intimate conversations over wine. The cream-toned shade casts the most flattering, honey-warm light, while delicate tassels add movement and texture that catches the eye and soothes the soul. Perfect for: Creating cozy reading nooks, adding warmth to bedside tables, or bringing that ""just-right"" ambiance to living spaces that feel too bright or cold. The compact design fits beautifully in apartments, bedrooms, or anywhere you crave that soft, welcoming glow. Your space deserves lighting that makes you want to linger, breathe deeper, and truly unwind. The Atolla's artisanal details and warm illumination work together to create those magical ""golden hour"" moments, any time of day. Ready to create your cozy haven? Add the Atolla Cream Tassel Table Lamp to your cart today.",in stock,new,70.99 USD,https://edisonhaus.com/products/atolla-cream-tassel-table-lamp,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/0a4c5dc6-01d2-46bd-852b-667da9e81362.jpg?v=1773760168,EdisonHaus,Table & Desk Lamps,2706
43417219891274,Atolla Emerald Tassel Table Lamp,"Transform any corner into your personal sanctuary with the Atolla Emerald Tassel Table Lamp – where sophisticated elegance meets cozy comfort. This isn't just lighting; it's an invitation to slow down and savor life's quieter moments. Rich emerald tones cast a warm, welcoming glow that instantly softens harsh edges and creates intimate conversation spaces. The luxurious tassel detail adds movement and texture, catching light as it dances, while the perfectly proportioned base anchors your room with timeless style. Feel the difference immediately: harsh overhead lighting fades away as this beauty bathes your reading nook, bedside, or living room in golden warmth. Whether you're curling up with a book, enjoying evening tea, or creating the perfect ambiance for guests, this lamp transforms ordinary moments into something special. The thoughtful design complements both modern minimalist and eclectic bohemian spaces, making it the perfect accent piece you didn't know you needed. Ready to embrace warmer, more inviting evenings? Add the Atolla Emerald Tassel Table Lamp to your cart and discover how the right lighting changes everything.",in stock,new,70.99 USD,https://edisonhaus.com/products/atolla-emerald-tassel-table-lamp,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/17da6d87-d2b5-4d49-9f81-b9d204b0de33.jpg?v=1773760173,EdisonHaus,Table & Desk Lamps,2706
43417275564106,Bedroom Bedside Chandelier Minimalist Glass Pendant Light,Shop Bedroom Bedside Chandelier Minimalist Glass Pendant Light at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,80.99 USD,https://edisonhaus.com/products/bedroom-bedside-chandelier-minimalist-glass-pendant-light,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/331166b3-a2e2-4941-9909-a03efa8ecf33_trans.jpg?v=1773760531,EdisonHaus,Pendant & Ceiling Lights,4492
43417214550090,Bedroom Column Linen Fabric Table Lamp Vintage Ambiance Lighting Fixture,"Transform your bedroom into a sanctuary of warmth and tranquility with this enchanting linen fabric column lamp. The soft, textured fabric gently diffuses light, creating that perfect golden glow that makes any space feel like home. Imagine unwinding after a long day as this vintage-inspired beauty bathes your room in the most flattering, cozy light. The natural linen texture adds visual warmth and depth, while the elegant column silhouette brings timeless sophistication to your nightstand, dresser, or reading nook. You'll love how it: Creates the perfect ambiance for relaxation and intimate conversations Softly illuminates your space without harsh glare Complements any décor style from modern farmhouse to vintage charm Provides just the right amount of task lighting for bedtime reading Let this beautiful lamp be the finishing touch that turns your bedroom into the cozy retreat you've been dreaming of. Ready to glow? Add this warm, vintage-inspired lamp to your cart and start creating your perfect sanctuary tonight.",in stock,new,79.99 USD,https://edisonhaus.com/products/bedroom-column-linen-fabric-table-lamp-vintage-ambiance-lighting-fixture,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/2479819d-3aeb-4dad-8925-09038ded2593.jpg?v=1773760149,EdisonHaus,Table & Desk Lamps,2706
43417334415434,Bedroom Living Room And Study Decoration Tapestry,Shop Bedroom Living Room And Study Decoration Tapestry at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bedroom-living-room-and-study-decoration-tapestry,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/7896edf0-7310-4d32-8b20-22d8ec2a18b0.jpg?v=1773761049,EdisonHaus,Wall Decor,500044
43417224314954,Bedside Lamp In Bedroom Is Simple And Modern,Shop Bedside Lamp In Bedroom Is Simple And Modern at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bedside-lamp-in-bedroom-is-simple-and-modern,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/1fb0f290-c257-48bb-9686-db924c7d83d1_trans.jpg?v=1773760201,EdisonHaus,Table & Desk Lamps,2706
43417302925386,Bohemian Cotton Thread Handmade Creative Woven Leaf Tassel Tapestry,Shop Bohemian Cotton Thread Handmade Creative Woven Leaf Tassel Tapestry at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-cotton-thread-handmade-creative-woven-leaf-tassel-tapestry,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/a4948a2c-6f90-4038-ab51-6232152066e9_trans.jpg?v=1773760737,EdisonHaus,Wall Decor,500044
43417328123978,Bohemian Creative Hand Weaving Wood Board Tassel Tapestry,Shop Bohemian Creative Hand Weaving Wood Board Tassel Tapestry at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-creative-hand-weaving-wood-board-tassel-tapestry,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/1fddd116-a1ac-4904-827a-51ba02c4fc32.jpg?v=1773760981,EdisonHaus,Wall Decor,500044
43417320947786,Bohemian Floral Pattern Tapestry Decoration,Shop Bohemian Floral Pattern Tapestry Decoration at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-floral-pattern-tapestry-decoration,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/8051bd97-2a26-4992-8b42-ce33340345f7.jpg?v=1773760926,EdisonHaus,Wall Decor,500044
43417314197578,Bohemian Green Mandala Tapestry Bohemian Sage Green Wall Hanging,Shop Bohemian Green Mandala Tapestry Bohemian Sage Green Wall Hanging at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-green-mandala-tapestry-bohemian-sage-green-wall-hanging,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/5cb63b7f-aadc-4e82-9a91-8a3d8d164265.jpg?v=1773760841,EdisonHaus,Wall Decor,500044
43417321898058,Bohemian Hand-woven Tapestry Living Room Hanging Ornaments,Shop Bohemian Hand-woven Tapestry Living Room Hanging Ornaments at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,32.99 USD,https://edisonhaus.com/products/bohemian-hand-woven-tapestry-living-room-hanging-ornaments,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/bd46dbe1-214a-4922-a823-994225ae3635.jpg?v=1773760930,EdisonHaus,Wall Decor,500044
43417342640202,Bohemian Hand-woven Tapestry Modern Minimalist Furnishings Room Decoration,Shop Bohemian Hand-woven Tapestry Modern Minimalist Furnishings Room Decoration at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,23.99 USD,https://edisonhaus.com/products/bohemian-hand-woven-tapestry-modern-minimalist-furnishings-room-decoration,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/d7b84231-2558-44dc-8de0-67d4068341b2.jpg?v=1773761130,EdisonHaus,Wall Decor,500044
43417336217674,Bohemian Handmade Cotton Woven Wooden Bead Leaves Tapestry,Shop Bohemian Handmade Cotton Woven Wooden Bead Leaves Tapestry at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-handmade-cotton-woven-wooden-bead-leaves-tapestry,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/eaeedf63-74e6-4ce9-a4f8-4649232d35a2.jpg?v=1773761069,EdisonHaus,Wall Decor,500044
43417334349898,Bohemian Handmade Wooden Bead Woven Tassel Tapestry Decoration,Shop Bohemian Handmade Wooden Bead Woven Tassel Tapestry Decoration at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-handmade-wooden-bead-woven-tassel-tapestry-decoration,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/915f58f7-f69d-4644-a5a0-8c61bc7e2f8b.jpg?v=1773761045,EdisonHaus,Wall Decor,500044
43417304596554,Bohemian Handwoven Tapestry Shelf,Shop Bohemian Handwoven Tapestry Shelf at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-handwoven-tapestry-shelf,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/a214cfdb-d374-4465-90cb-5f743da331f2.jpg?v=1773760747,EdisonHaus,Wall Decor,500044
43417314394186,Bohemian Indian Mandala Lotus Large Tapestry Room Background Hanging Cloth,Shop Bohemian Indian Mandala Lotus Large Tapestry Room Background Hanging Cloth at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,15.99 USD,https://edisonhaus.com/products/bohemian-indian-mandala-lotus-large-tapestry-room-background-hanging-cloth,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/f2d3079c-ed56-496c-801b-001383145b18.jpg?v=1773760847,EdisonHaus,Wall Decor,500044
43417310330954,Bohemian Multi-Purpose Warming Throw Blanket,Shop Bohemian Multi-Purpose Warming Throw Blanket at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,34.99 USD,https://edisonhaus.com/products/camping-blanket-warming-throw-tablecloth-multi-purpose-rug-sofa-blanket-tapestry-bohemian-style,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/4e805ad9-7ff1-4152-b4fb-d45d3877668a.jpg?v=1773760801,EdisonHaus,Wall Decor,500044
43417329958986,Bohemian Style Hand-woven Tapestry Wall Decorations Storage Rack,Shop Bohemian Style Hand-woven Tapestry Wall Decorations Storage Rack at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-style-hand-woven-tapestry-wall-decorations-storage-rack,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/d78e1160-eb4f-4c21-ad55-45a1b4c8d17b_trans.jpg?v=1773760995,EdisonHaus,Wall Decor,500044
43417315377226,Bohemian Style Retro Illustration Tapestry Wall Hanging,Shop Bohemian Style Retro Illustration Tapestry Wall Hanging at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-style-retro-illustration-tapestry-wall-hanging,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/67764eb6-b4b6-4814-a08f-82586bcb5d3d.jpg?v=1773760857,EdisonHaus,Wall Decor,500044
43417320030282,Bohemian Tapestry Lampshade Hand-woven Tassel,Shop Bohemian Tapestry Lampshade Hand-woven Tassel at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/bohemian-tapestry-lampshade-hand-woven-tassel,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/16a6d995-cfca-4108-90fa-051faea1c7b0.jpg?v=1773760916,EdisonHaus,Wall Decor,2706
43417332809802,Bohemian Tapestry Wall Hanging Room Decor,Shop Bohemian Tapestry Wall Hanging Room Decor at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/tapestry-background-fabric-ins-style-hanging-cloth-room-decoration,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/c6810a23-0e71-4a10-a4ac-d01c33ed8031.jpg?v=1773761020,EdisonHaus,Wall Decor,500044
43417350602826,Bohemian Tapestry Woven Bed & Breakfast Guest Background Wall Decoration,Shop Bohemian Tapestry Woven Bed & Breakfast Guest Background Wall Decoration at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,22.99 USD,https://edisonhaus.com/products/bohemian-tapestry-woven-bed-breakfast-guest-background-wall-decoration,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/2088aed7-eb4f-45c0-98a7-a87708127e13.jpg?v=1773761190,EdisonHaus,Wall Decor,500044
43417251709002,Bohemian Vintage Tassel Bead Chandelier Creative Main Light For The Bedroom,Shop Bohemian Vintage Tassel Bead Chandelier Creative Main Light For The Bedroom at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,77.99 USD,https://edisonhaus.com/products/bohemian-vintage-tassel-bead-chandelier-creative-main-light-for-the-bedroom,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/8d7faabe-a8a8-4186-8358-61c8dbb39e39_fine.jpg?v=1773760421,EdisonHaus,Pendant & Ceiling Lights,4492
43417348210762,Bohemian Woven Cotton Rope Tapestry Shelf,Shop Bohemian Woven Cotton Rope Tapestry Shelf at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,17.99 USD,https://edisonhaus.com/products/bohemian-woven-cotton-rope-tapestry-shelf,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/beeca262-2bd6-4008-a652-94f330723bc8.jpg?v=1773761175,EdisonHaus,Wall Decor,500044
43417312919626,Bohemian Yoga Tapestry With Tassels,Shop Bohemian Yoga Tapestry With Tassels at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/wall-hanging-yoga-series-decorative-fabric-tapestry-bohemian-style-tasseled-wall-hanging,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/fb3f4635-deb2-48f4-a25e-bcde64a16edf.jpg?v=1773760827,EdisonHaus,Wall Decor,500044
43417242173514,Bud Chandelier For Modern Bedroom Bedside,Shop Bud Chandelier For Modern Bedroom Bedside at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,89.99 USD,https://edisonhaus.com/products/bud-chandelier-for-modern-bedroom-bedside,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/4f866734-395d-4410-b648-21aa390832ef_fine.jpg?v=1773760347,EdisonHaus,Pendant & Ceiling Lights,4492
43417339985994,Cactus Tapestry Wall Hanging for Bedroom Decor,Shop Cactus Tapestry Wall Hanging for Bedroom Decor at EdisonHaus. Premium warm ambient home lighting and decor for cozy living spaces. Free shipping on orders over $50.,in stock,new,14.99 USD,https://edisonhaus.com/products/plant-cactus-tapestry-wall-hanging-background-fabric-bedroom-bedside-home-wall-hanging-cloth,https://cdn.shopify.com/s/files/1/0698/5809/9274/files/a782bb22-0742-4849-8927-88e559b9a82b.jpg?v=1773761102,EdisonHaus,Wall Decor,500044
